variable_id,class_id,semantic_folder,source_itemid,source_table,source_item,source_item_en,source_abbreviation,source_unit,source_ucum_code,dictionary_expected_min_value,dictionary_expected_max_value,dictionary_count,dictionary_count_validated,category,category_en,islabresult,vocabulary_id,vocabulary_concept_code,vocabulary_concept_name,matched_aliases,modifier_terms_required,modifier_match,preferred_table_for_class,candidate_fit_category,candidate_score
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,9941,numericitems,Kreatinine (bloed),serum creatinine,Kreatinine (bloed),µmol/l,umol/L,nan,nan,196186,196186.0,LAB-Chem-bloed,,1.0,LOINC,15045-8,Creatine [Moles/volume] in Serum or Plasma,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,73
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,6835,numericitems,Kalium,serum potassium,K,mmol/l,mmol/L,nan,nan,8612,8612.0,LAB CHEMIE,,1.0,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,67
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,6840,numericitems,Natrium,serum sodium,Na,mmol/l,mmol/L,nan,nan,8602,8602.0,LAB CHEMIE,,1.0,LOINC,2951-2,Sodium [Moles/volume] in Serum or Plasma,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,67
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,6836,numericitems,Kreatinine,serum creatinine,Kreat,µmol,umol,nan,nan,6481,6481.0,LAB CHEMIE,,1.0,LOINC,15045-8,Creatine [Moles/volume] in Serum or Plasma,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,67
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,6845,numericitems,Plasma Amylase,,Amylase,E/l,U/L,nan,nan,1138,1138.0,LAB CHEMIE,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,67
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11865,numericitems,Plasmacel (beenmerg),,Plasmacel (beenmerg),Geen,,nan,nan,64,64.0,LAB-Hem-bloed,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,61
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,14216,numericitems,KREAT enzym. (bloed),serum creatinine,KREAT enzym.-blo,µmol/l,umol/L,nan,nan,33,33.0,LAB-Chem-bloed,,1.0,LOINC,15045-8,Creatine [Moles/volume] in Serum or Plasma,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,61
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11885,numericitems,cytoplasmatisch TdT (bloed),,cytoplasmatisch TdT (bloed),Geen,,nan,nan,6,6.0,LAB-Hem-bloed,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11754,numericitems,cytoplasmatisch CD3 (bloed),,cytoplasmatisch CD3 (bloed),Geen,,nan,nan,5,5.0,LAB-Imm-bloed,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11786,numericitems,cytoplasmatisch IgM (bloed),,cytoplasmatisch IgM (bloed),Geen,,nan,nan,5,5.0,LAB-Imm-bloed,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,18289,numericitems,cytoplasmatisch CD22 (bloed),,cytoplasmatisch CD22 (bloed),Geen,,nan,nan,5,5.0,LAB-Viro-Micro-bloed,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,18297,numericitems,cytoplasmatisch CD79a (bloed),,cytoplasmatisch CD79a (bloed),Geen,,nan,nan,5,5.0,LAB-Viro-Micro-bloed,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,18315,numericitems,cytoplasmatisch MPO (bloed),,cytoplasmatisch MPO (bloed),Geen,,nan,nan,5,5.0,LAB-Viro-Micro-bloed,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11884,numericitems,cytoplasmatisch TdT (beenmerg),,cytoplasmatisch TdT (beenmerg),Geen,,nan,nan,4,4.0,LAB-Hem-beenmerg,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11753,numericitems,cytoplasmatisch CD3 (beenmerg),,cytoplasmatisch CD3 (beenmerg),Geen,,nan,nan,3,3.0,LAB-Imm-beenmerg,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11785,numericitems,cytoplasmatisch IgM (beenmerg),,cytoplasmatisch IgM (beenmerg),Geen,,nan,nan,3,3.0,LAB-Imm-beenmerg,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,18288,numericitems,cytoplasmatisch CD22 (beenmerg),,cytoplasmatisch CD22 (beenmerg),Geen,,nan,nan,2,2.0,LAB-Viro-Micro-beenmerg,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,18296,numericitems,cytoplasmatisch CD79a (beenmerg),,cytoplasmatisch CD79a (beenmerg),Geen,,nan,nan,2,2.0,LAB-Viro-Micro-beenmerg,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,18314,numericitems,cytoplasmatisch MPO (beenmerg),,cytoplasmatisch MPO (beenmerg),Geen,,nan,nan,2,2.0,LAB-Viro-Micro-beenmerg,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,18492,numericitems,Plasmacellen (beenmerg),,Plasmacellen (beenmerg),Geen,,nan,nan,2,2.0,LAB-Hem-beenmerg,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,10198,numericitems,Noradrenaline (plasma),,Noradrenaline (plasma),nmol/l,nmol/L,nan,nan,1,1.0,LAB-Endo-bloed,,1.0,,,,plasma,pleura;pleural,False,True,numericitems_base_hit_modifier_missing,58
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,8429,drugitems,Gefiltreerde Ery's,filtered erythrocytes (red blood cells),Gefilt. Ery's,,,nan,nan,20834,nan,INFUUS-Bloedproducten,,nan,ATC,B05AX01,erythrocytes,cells,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,25
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,7367,drugitems,Fresh Frozen Plasma,fresh frozen plasma (FFP),FFP,,,nan,nan,5989,nan,INFUUS-Bloedproducten,,nan,ATC,B05AX03,blood plasma,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,22
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,7366,drugitems,Packed cells,filtered erythrocytes (red blood cells),Packed cells,,,nan,nan,267,nan,Deleted - Niet gebruiken,,nan,ATC,B05AX01,erythrocytes,cells,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,19
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,10812,freetextitems,Mycoplasma pneumoniae DNA PCR (br.-alv.lav),,Mycoplasma pneumoniae DNA PCR (br.-alv.lav),,,nan,nan,108,108.0,LAB-Viro-Micro-BAL,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,19
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,10814,freetextitems,Mycoplasma pneumoniae DNA PCR (sputum),,Mycoplasma pneumoniae DNA PCR (sputum),,,nan,nan,101,101.0,LAB-Viro-Micro-sputum,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,19
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11015,freetextitems,Mycoplasma pneumoniae DNA PCR (keel),,Mycoplasma pneumoniae DNA PCR (keel),,,nan,nan,96,96.0,LAB-Viro-Micro-keel,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17883,freetextitems,target cells (bloed),,target cells (bloed),,,nan,nan,85,85.0,LAB-Hem-bloed,,1.0,,,,cells,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,10813,freetextitems,Mycoplasma pneumoniae DNA PCR (nasophar.wat),,Mycoplasma pneumoniae DNA PCR (nasophar.wat),,,nan,nan,81,81.0,LAB-Viro-Micro-nasophar.wat,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17884,freetextitems,teardrop cells (bloed),,teardrop cells (bloed),,,nan,nan,74,74.0,LAB-Hem-bloed,,1.0,,,,cells,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11018,freetextitems,Toxoplasma gondii IgG (bloed),,Toxoplasma gondii IgG (bloed),,,nan,nan,70,70.0,LAB-Viro-Micro-serum,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,15790,freetextitems,Mycoplasma pneumoniae IgA (bloed),,Mycoplasma pneumoniae IgA (bloed),,,nan,nan,52,52.0,LAB-Viro-Micro-serum,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,15791,freetextitems,Mycoplasma pneumoniae IgG (bloed),,Mycoplasma pneumoniae IgG (bloed),,,nan,nan,52,52.0,LAB-Viro-Micro-serum,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11107,freetextitems,Toxoplasma gondii IgM (bloed),,Toxoplasma gondii IgM (bloed),,,nan,nan,41,41.0,LAB-Viro-Micro-serum,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,11016,freetextitems,Mycoplasma pneumoniae DNA PCR (overig),,Mycoplasma pneumoniae DNA PCR (overig),,,nan,nan,32,32.0,LAB-Viro-Micro-diversen,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17563,freetextitems,Mycoplasma pneumoniae IgM (bloed),,Mycoplasma pneumoniae IgM (bloed),,,nan,nan,23,23.0,LAB-Viro-Micro-bloed,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17557,freetextitems,Mycoplasma pneumoniae DNA PCR (bloed),,Mycoplasma pneumoniae DNA PCR (bloed),,,nan,nan,11,11.0,LAB-Viro-Micro-bloed,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,18718,processitems,Plasmaferese,,Plasmaferese,,,nan,nan,23,nan,PROC. CVVH,,nan,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,16
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,15556,freetextitems,Mycoplasma pneumoniae DNA PCR (liquor),,Mycoplasma pneumoniae DNA PCR (liquor),,,nan,nan,9,9.0,LAB-Viro-Micro-liquor,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17892,freetextitems,Toxoplasma gondii DNA PCR (biopt),,Toxoplasma gondii DNA PCR (biopt),,,nan,nan,4,4.0,LAB-Viro-Micro-biopt,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17560,freetextitems,Mycoplasma pneumoniae DNA PCR (punctaat),,Mycoplasma pneumoniae DNA PCR (punctaat),,,nan,nan,3,3.0,LAB-Viro-Micro-punctaat,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17556,freetextitems,Mycoplasma pneumoniae DNA PCR (biopt),,Mycoplasma pneumoniae DNA PCR (biopt),,,nan,nan,2,2.0,LAB-Viro-Micro-biopt,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,15610,freetextitems,Mycoplasma pneumoniae DNA PCR (pus),,Mycoplasma pneumoniae DNA PCR (pus),,,nan,nan,1,1.0,LAB-Viro-Micro-pus,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17352,freetextitems,Histoplasma Ig totaal (bloed),,Histoplasma Ig totaal (bloed),,,nan,nan,1,1.0,LAB-Hem-bloed,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17559,freetextitems,Mycoplasma pneumoniae DNA PCR (neus),,Mycoplasma pneumoniae DNA PCR (neus),,,nan,nan,1,1.0,LAB-Viro-Micro-neus,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17561,freetextitems,Mycoplasma pneumoniae IgA (liquor),,Mycoplasma pneumoniae IgA (liquor),,,nan,nan,1,1.0,LAB-Viro-Micro-liquor,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17562,freetextitems,Mycoplasma pneumoniae IgG (liquor),,Mycoplasma pneumoniae IgG (liquor),,,nan,nan,1,1.0,LAB-Viro-Micro-liquor,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17564,freetextitems,Mycoplasma pneumoniae IgM (liquor),,Mycoplasma pneumoniae IgM (liquor),,,nan,nan,1,1.0,LAB-Viro-Micro-liquor,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_plasma_cells_pct_pleural,class1_event_level_numeric,laboratory,17894,freetextitems,Toxoplasma gondii DNA PCR (liquor),,Toxoplasma gondii DNA PCR (liquor),,,nan,nan,1,1.0,LAB-Viro-Micro-liquor,,1.0,,,,plasma,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,13
std_polys_pct_ascites,class1_event_level_numeric,laboratory,8174,drugitems,Resonium (Polystyreensulfonzuur),polystyrene sulfonate,Resonium,,,nan,nan,3051,nan,Medicatie,,nan,ATC,V03AE01,polystyrene sulfonate,polys,ascites;ascitic;buikvocht,False,False,non_numeric_supporting_or_false_positive_hit,22
std_polys_pct_csf,class1_event_level_numeric,laboratory,8174,drugitems,Resonium (Polystyreensulfonzuur),polystyrene sulfonate,Resonium,,,nan,nan,3051,nan,Medicatie,,nan,ATC,V03AE01,polystyrene sulfonate,polys,cerebrospinal;csf;liquor,False,False,non_numeric_supporting_or_false_positive_hit,22
std_polys_pct_joint_fluid,class1_event_level_numeric,laboratory,8174,drugitems,Resonium (Polystyreensulfonzuur),polystyrene sulfonate,Resonium,,,nan,nan,3051,nan,Medicatie,,nan,ATC,V03AE01,polystyrene sulfonate,polys,gewricht;joint;synovial,False,False,non_numeric_supporting_or_false_positive_hit,22
std_polys_pct_other_body_fluid,class1_event_level_numeric,laboratory,8174,drugitems,Resonium (Polystyreensulfonzuur),polystyrene sulfonate,Resonium,,,nan,nan,3051,nan,Medicatie,,nan,ATC,V03AE01,polystyrene sulfonate,polys,body fluid;other;overig;vocht,False,False,non_numeric_supporting_or_false_positive_hit,22
std_polys_pct_pleural,class1_event_level_numeric,laboratory,8174,drugitems,Resonium (Polystyreensulfonzuur),polystyrene sulfonate,Resonium,,,nan,nan,3051,nan,Medicatie,,nan,ATC,V03AE01,polystyrene sulfonate,polys,pleura;pleural,False,False,non_numeric_supporting_or_false_positive_hit,22
std_potassium_bg_whole_blood,class1_event_level_numeric,laboratory,10285,numericitems,K (onv.ISE) (bloed),potassium - direct ion specific electrode measurement,K (onv.ISE) (bloed),mmol/l,mmol/L,nan,nan,542007,542007.0,LAB-Chem-bloed,,1.0,LOINC,6298-4,Potassium [Moles/volume] in Blood,potassium,astrup;bloed;blood;blood gas;whole blood,True,True,strong_numericitems_modifier_or_unmodified_hit,93
std_potassium_bg_whole_blood,class1_event_level_numeric,laboratory,9927,numericitems,Kalium (bloed),potassium,Kalium (bloed),mmol/l,mmol/L,nan,nan,220787,220787.0,LAB-Chem-bloed,,1.0,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,potassium,astrup;bloed;blood;blood gas;whole blood,True,True,strong_numericitems_modifier_or_unmodified_hit,93
std_potassium_bg_whole_blood,class1_event_level_numeric,laboratory,9556,numericitems,Kalium Astrup,potassium - direct ion specific electrode measurement,K+ Astrup,mmol/l,mmol/L,nan,nan,20082,20082.0,LAB ASTRUPS,,1.0,LOINC,6298-4,Potassium [Moles/volume] in Blood,potassium,astrup;bloed;blood;blood gas;whole blood,True,True,strong_numericitems_modifier_or_unmodified_hit,90
std_potassium_bg_whole_blood,class1_event_level_numeric,laboratory,6835,numericitems,Kalium,serum potassium,K,mmol/l,mmol/L,nan,nan,8612,8612.0,LAB CHEMIE,,1.0,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,potassium,astrup;bloed;blood;blood gas;whole blood,False,True,numericitems_base_hit_modifier_missing,67
std_potassium_bg_whole_blood,class1_event_level_numeric,laboratory,9001,drugitems,Kaliumchloride (KCL),potassium chloride,Kaliumchloride,,,nan,nan,113756,nan,Medicatie,,nan,ATC,B05XA01,potassium chloride,potassium,astrup;bloed;blood;blood gas;whole blood,False,False,non_numeric_supporting_or_false_positive_hit,28
std_potassium_bg_whole_blood,class1_event_level_numeric,laboratory,8006,drugitems,Kaliumchloride drank,potassium chloride oral solution,Kaliumchloride drank,,,nan,nan,36032,nan,Medicatie,,nan,ATC,A12BA01,potassium chloride,potassium,astrup;bloed;blood;blood gas;whole blood,False,False,non_numeric_supporting_or_false_positive_hit,25
std_potassium_bg_whole_blood,class1_event_level_numeric,laboratory,8999,drugitems,Natrium-kalium-fosfaat,sodium phosphate/potassium phosphate/potassium hydroxide,Natrium-kalium-fosfaat,,,nan,nan,8898,nan,Medicatie,,nan,ATC,B05XA30,combinations of electrolytes,potassium,astrup;bloed;blood;blood gas;whole blood,False,False,non_numeric_supporting_or_false_positive_hit,22
std_potassium_bg_whole_blood,class1_event_level_numeric,laboratory,9001,drugitems,Kaliumchloride (KCL),potassium chloride,Kaliumchloride,,,nan,nan,5860,nan,Medicatie,,nan,ATC,B05XA01,potassium chloride,potassium,astrup;bloed;blood;blood gas;whole blood,False,False,non_numeric_supporting_or_false_positive_hit,22
std_potassium_stool,class1_event_level_numeric,laboratory,10285,numericitems,K (onv.ISE) (bloed),potassium - direct ion specific electrode measurement,K (onv.ISE) (bloed),mmol/l,mmol/L,nan,nan,542007,542007.0,LAB-Chem-bloed,,1.0,LOINC,6298-4,Potassium [Moles/volume] in Blood,potassium,faeces;feces;ontlasting;stool,False,True,numericitems_base_hit_modifier_missing,73
std_potassium_stool,class1_event_level_numeric,laboratory,9927,numericitems,Kalium (bloed),potassium,Kalium (bloed),mmol/l,mmol/L,nan,nan,220787,220787.0,LAB-Chem-bloed,,1.0,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,potassium,faeces;feces;ontlasting;stool,False,True,numericitems_base_hit_modifier_missing,73
std_potassium_stool,class1_event_level_numeric,laboratory,9556,numericitems,Kalium Astrup,potassium - direct ion specific electrode measurement,K+ Astrup,mmol/l,mmol/L,nan,nan,20082,20082.0,LAB ASTRUPS,,1.0,LOINC,6298-4,Potassium [Moles/volume] in Blood,potassium,faeces;feces;ontlasting;stool,False,True,numericitems_base_hit_modifier_missing,70
std_potassium_stool,class1_event_level_numeric,laboratory,6835,numericitems,Kalium,serum potassium,K,mmol/l,mmol/L,nan,nan,8612,8612.0,LAB CHEMIE,,1.0,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,potassium,faeces;feces;ontlasting;stool,False,True,numericitems_base_hit_modifier_missing,67
std_potassium_stool,class1_event_level_numeric,laboratory,9001,drugitems,Kaliumchloride (KCL),potassium chloride,Kaliumchloride,,,nan,nan,113756,nan,Medicatie,,nan,ATC,B05XA01,potassium chloride,potassium,faeces;feces;ontlasting;stool,False,False,non_numeric_supporting_or_false_positive_hit,28
std_potassium_stool,class1_event_level_numeric,laboratory,8006,drugitems,Kaliumchloride drank,potassium chloride oral solution,Kaliumchloride drank,,,nan,nan,36032,nan,Medicatie,,nan,ATC,A12BA01,potassium chloride,potassium,faeces;feces;ontlasting;stool,False,False,non_numeric_supporting_or_false_positive_hit,25
std_potassium_stool,class1_event_level_numeric,laboratory,8999,drugitems,Natrium-kalium-fosfaat,sodium phosphate/potassium phosphate/potassium hydroxide,Natrium-kalium-fosfaat,,,nan,nan,8898,nan,Medicatie,,nan,ATC,B05XA30,combinations of electrolytes,potassium,faeces;feces;ontlasting;stool,False,False,non_numeric_supporting_or_false_positive_hit,22
std_potassium_stool,class1_event_level_numeric,laboratory,9001,drugitems,Kaliumchloride (KCL),potassium chloride,Kaliumchloride,,,nan,nan,5860,nan,Medicatie,,nan,ATC,B05XA01,potassium chloride,potassium,faeces;feces;ontlasting;stool,False,False,non_numeric_supporting_or_false_positive_hit,22
std_potassium_urine,class1_event_level_numeric,laboratory,10285,numericitems,K (onv.ISE) (bloed),potassium - direct ion specific electrode measurement,K (onv.ISE) (bloed),mmol/l,mmol/L,nan,nan,542007,542007.0,LAB-Chem-bloed,,1.0,LOINC,6298-4,Potassium [Moles/volume] in Blood,potassium,urin;urine,False,True,numericitems_base_hit_modifier_missing,73
std_potassium_urine,class1_event_level_numeric,laboratory,9927,numericitems,Kalium (bloed),potassium,Kalium (bloed),mmol/l,mmol/L,nan,nan,220787,220787.0,LAB-Chem-bloed,,1.0,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,potassium,urin;urine,False,True,numericitems_base_hit_modifier_missing,73
std_potassium_urine,class1_event_level_numeric,laboratory,9556,numericitems,Kalium Astrup,potassium - direct ion specific electrode measurement,K+ Astrup,mmol/l,mmol/L,nan,nan,20082,20082.0,LAB ASTRUPS,,1.0,LOINC,6298-4,Potassium [Moles/volume] in Blood,potassium,urin;urine,False,True,numericitems_base_hit_modifier_missing,70
std_potassium_urine,class1_event_level_numeric,laboratory,6835,numericitems,Kalium,serum potassium,K,mmol/l,mmol/L,nan,nan,8612,8612.0,LAB CHEMIE,,1.0,LOINC,2823-3,Potassium [Moles/volume] in Serum or Plasma,potassium,urin;urine,False,True,numericitems_base_hit_modifier_missing,67
std_potassium_urine,class1_event_level_numeric,laboratory,9001,drugitems,Kaliumchloride (KCL),potassium chloride,Kaliumchloride,,,nan,nan,113756,nan,Medicatie,,nan,ATC,B05XA01,potassium chloride,potassium,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,28
std_potassium_urine,class1_event_level_numeric,laboratory,8006,drugitems,Kaliumchloride drank,potassium chloride oral solution,Kaliumchloride drank,,,nan,nan,36032,nan,Medicatie,,nan,ATC,A12BA01,potassium chloride,potassium,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,25
std_potassium_urine,class1_event_level_numeric,laboratory,8999,drugitems,Natrium-kalium-fosfaat,sodium phosphate/potassium phosphate/potassium hydroxide,Natrium-kalium-fosfaat,,,nan,nan,8898,nan,Medicatie,,nan,ATC,B05XA30,combinations of electrolytes,potassium,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,22
std_potassium_urine,class1_event_level_numeric,laboratory,9001,drugitems,Kaliumchloride (KCL),potassium chloride,Kaliumchloride,,,nan,nan,5860,nan,Medicatie,,nan,ATC,B05XA01,potassium chloride,potassium,urin;urine,False,False,non_numeric_supporting_or_false_positive_hit,22
std_promyelocyte_pct,class1_event_level_numeric,laboratory,14336,numericitems,Promyelocyten (bloed),,Promyelocyten (bloed),10^9/l,10*9/L,nan,nan,2798,2798.0,LAB-Hem-bloed,,1.0,,,,promyelocyte,,True,True,strong_numericitems_modifier_or_unmodified_hit,87
std_promyelocyte_pct,class1_event_level_numeric,laboratory,11868,numericitems,Promyelocyten % (bloed),,Promyelocyten % (bloed),Geen,,nan,nan,1923,1923.0,LAB-Hem-bloed,,1.0,,,,promyelocyte,,True,True,strong_numericitems_modifier_or_unmodified_hit,87
std_protein_c_activity,class1_event_level_numeric,laboratory,18843,numericitems,IC NAS score,intensive care nursing activity score,IC NAS score,Geen,,nan,nan,72018,72018.0,NAS score,,0.0,,,,activity,,True,True,strong_numericitems_modifier_or_unmodified_hit,90
std_protein_c_activity,class1_event_level_numeric,laboratory,18618,numericitems,MC NAS score,medium care nursing activity score,MC NAS score,Geen,,nan,nan,34620,34620.0,NAS score,,0.0,,,,activity,,True,True,strong_numericitems_modifier_or_unmodified_hit,90
std_protein_c_activity,class1_event_level_numeric,laboratory,12588,drugitems,Nutrison Protein Plus,Nutrison Protein Plus enteral nutrition,Nutrison Protein Plus,,,nan,nan,78887,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,non_numeric_supporting_or_false_positive_hit,45
std_protein_c_activity,class1_event_level_numeric,laboratory,12586,drugitems,Nutrison Standaard,Nutrison Standard enteral nutrition,Nutrison Standaard,,,nan,nan,29933,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,non_numeric_supporting_or_false_positive_hit,45
std_protein_c_activity,class1_event_level_numeric,laboratory,12948,drugitems,Osmolite HP 1.0,Osmolite HP 1.0 enteral nutrition,Osmolite HP 1.0,,,nan,nan,16027,nan,SONDEVOEDING NIEUW,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,non_numeric_supporting_or_false_positive_hit,45
std_protein_c_activity,class1_event_level_numeric,laboratory,7314,drugitems,Nutrison Standaard oud,Nutrison Standard enteral nutrition,NutriStandaard oud,,,nan,nan,11844,nan,SONDEVOEDING OUD,,nan,ATC,V06DB,"Fat/carbohydrates/proteins/minerals/vitamins, combinations",protein,,True,False,non_numeric_supporting_or_false_positive_hit,45
